Energy[keV], HPGe
878, 0.13648833209063238
879, 0.13639054653822577
880, 0.1362929584524824
881, 0.13619556712015174
882, 0.13609837183124976
883, 0.1360013718790408
884, 0.13590456656002073
885, 0.13580795517389965
886, 0.13571153702358496
887, 0.13561531141516397
888, 0.13551927765788738
889, 0.13542343506415241
890, 0.1353277829494858
891, 0.13523232063252805
892, 0.1351370474350157
893, 0.13504196268176608
894, 0.13494706570066056
895, 0.13485235582262817
896, 0.13475783238162986
897, 0.1346634947146423
898, 0.134569342161642
899, 0.13447537406558974
900, 0.13438158977241424
901, 0.13428798863099736
902, 0.13419456999315804
903, 0.134101333213637
904, 0.13400827765008141
905, 0.13391540266302962
906, 0.13382270761589596
907, 0.133730191874956
908, 0.13363785480933085
909, 0.13354569579097328
910, 0.13345371419465205
911, 0.1333619093979374
912, 0.13327028078118705
913, 0.13317882772753042
914, 0.13308754962285568
915, 0.13299644585579393
916, 0.1329055158177063
917, 0.13281475890266842
918, 0.13272417450745738
919, 0.13263376203153707
920, 0.13254352087704446
921, 0.13245345044877593
922, 0.13236355015417295
923, 0.13227381940330887
924, 0.13218425760887498
925, 0.1320948641861675
926, 0.1320056385530731
927, 0.13191658013005672
928, 0.13182768834014744
929, 0.1317389626089256
930, 0.13165040236450942
931, 0.13156200703754223
932, 0.13147377606117952
933, 0.13138570887107515
934, 0.13129780490536982
935, 0.1312100636046774
936, 0.13112248441207278
937, 0.13103506677307847
938, 0.13094781013565276
939, 0.13086071395017723
940, 0.13077377766944395
941, 0.13068700074864367
942, 0.13060038264535279
943, 0.13051392281952182
944, 0.13042762073346342
945, 0.1303414758518395
946, 0.13025548764165024
947, 0.13016965557222135
948, 0.13008397911519284
949, 0.12999845774450697
950, 0.12991309093639639
951, 0.1298278781693731
952, 0.12974281892421627
953, 0.12965791268396065
954, 0.1295731589338862
955, 0.12948855716150545
956, 0.129404106856553
957, 0.12931980751097366
958, 0.12923565861891198
959, 0.12915165967670084
960, 0.12906781018285002
961, 0.12898410963803608
962, 0.12890055754509058
963, 0.1288171534089897
964, 0.12873389673684318
965, 0.12865078703788402
966, 0.12856782382345752
967, 0.12848500660701034
968, 0.1284023349040809
969, 0.12831980823228764
970, 0.1282374261113198
971, 0.12815518806292628
972, 0.1280730936109058
973, 0.1279911422810959
974, 0.1279093336013636
975, 0.12782766710159532
976, 0.12774614231368564
977, 0.12766475877152855
978, 0.1275835160110069
979, 0.1275024135699829
980, 0.1274214509882873
981, 0.12734062780771083
982, 0.12725994357199383
983, 0.12717939782681645
984, 0.1270989901197893
985, 0.1270187200004438
986, 0.12693858702022287
987, 0.12685859073247094
988, 0.12677873069242485
989, 0.12669900645720475
990, 0.12661941758580458
991, 0.1265399636390822
992, 0.12646064417975159
993, 0.12638145877237206
994, 0.12630240698334086
995, 0.12622348838088218
996, 0.12614470253504018
997, 0.12606604901766857
998, 0.12598752740242233
999, 0.12590913726474876
1000, 0.12583087818187874
1001, 0.12575274973281786
1002, 0.12567475149833768
1003, 0.1255968830609676
1004, 0.12551914400498546
1005, 0.1254415339164093
1006, 0.1253640523829894
1007, 0.1252866989941987
1008, 0.12520947334122587
1009, 0.12513237501696534
1010, 0.12505540361600995
1011, 0.12497855873464278
1012, 0.12490183997082849
1013, 0.12482524692420525
1014, 0.1247487791960765
1015, 0.12467243638940305
1016, 0.12459621810879531
1017, 0.12452012396050455
1018, 0.12444415355241549
1019, 0.12436830649403822
1020, 0.12429258239650041
1021, 0.1242169808725395
1022, 0.12414150153649472
1023, 0.12406614400429966
1024, 0.12399090789347406
1025, 0.12391579282311681
1026, 0.12384079841389804
1027, 0.1237659242880513
1028, 0.1236911700693664
1029, 0.12361653538318167
1030, 0.12354201985637675
1031, 0.12346762311736524
1032, 0.12339334479608685
1033, 0.12331918452400027
1034, 0.12324514193407636
1035, 0.12317121666079037
1036, 0.12309740834011483
1037, 0.12302371660951276
1038, 0.12295014110792991
1039, 0.12287668147578806
1040, 0.12280333735497809
1041, 0.12273010838885261
1042, 0.12265699422221922
1043, 0.1225839945013337
1044, 0.12251110887389265
1045, 0.122438336989027
1046, 0.12236567849729525
1047, 0.12229313305067652
1048, 0.12222070030256366
1049, 0.12214837990775665
1050, 0.1220761715224564
1051, 0.12200407480425703
1052, 0.12193208941214057
1053, 0.12186021500646918
1054, 0.12178845124897976
1055, 0.12171679780277614
1056, 0.12164525433232405
1057, 0.12157382050344337
1058, 0.12150249598330293
1059, 0.12143128044041306
1060, 0.12136017354462016
1061, 0.12128917496709989
